# radius [m] density [kg/m^3] vpv [m/s] vsv [m/s] Q kappa Q miu vph [m/s] vsh [m/s] eta [m/s] REF
1 1. 1 1
  750  180  358  717  739
 259311. 13073.84 11251.66  3660.43   1327.6    104.0 11251.66  3660.43  1.00000
 266135. 13073.06 11251.10  3660.04   1327.6    104.0 11251.10  3660.04  1.00000
 272959. 13072.25 11250.52  3659.64   1327.6    104.0 11250.52  3659.64  1.00000
 279783. 13071.43 11249.93  3659.22   1327.6    104.0 11249.93  3659.22  1.00000
 286607. 13070.59 11249.33  3658.80   1327.6    104.0 11249.33  3658.80  1.00000
 293431. 13069.73 11248.71  3658.36   1327.6    104.0 11248.71  3658.36  1.00000
 300255. 13068.85 11248.07  3657.92   1327.6    104.0 11248.07  3657.92  1.00000
 307079. 13067.95 11247.42  3657.47   1327.6    104.0 11247.42  3657.47  1.00000
 313903. 13067.02 11246.76  3657.00   1327.6    104.0 11246.76  3657.00  1.00000
 320727. 13066.08 11246.08  3656.53   1327.6    104.0 11246.08  3656.53  1.00000
 327551. 13065.12 11245.38  3656.04   1327.6    104.0 11245.38  3656.04  1.00000
 334375. 13064.13 11244.67  3655.55   1327.6    104.0 11244.67  3655.55  1.00000
 341199. 13063.13 11243.95  3655.04   1327.6    104.0 11243.95  3655.04  1.00000
 348022. 13062.10 11243.21  3654.53   1327.6    104.0 11243.21  3654.53  1.00000
 354846. 13061.06 11242.46  3654.00   1327.6    104.0 11242.46  3654.00  1.00000
 361670. 13060.00 11241.70  3653.47   1327.6    104.0 11241.70  3653.47  1.00000
 368494. 13058.91 11240.91  3652.92   1327.6    104.0 11240.91  3652.92  1.00000
 375318. 13057.81 11240.12  3652.36   1327.6    104.0 11240.12  3652.36  1.00000
 382142. 13056.68 11239.31  3651.80   1327.6    104.0 11239.31  3651.80  1.00000
 388966. 13055.53 11238.48  3651.22   1327.6    104.0 11238.48  3651.22  1.00000
 395790. 13054.37 11237.64  3650.63   1327.6    104.0 11237.64  3650.63  1.00000
 402614. 13053.18 11236.79  3650.04   1327.6    104.0 11236.79  3650.04  1.00000
 409438. 13051.98 11235.92  3649.43   1327.6    104.0 11235.92  3649.43  1.00000
 416262. 13050.75 11235.04  3648.81   1327.6    104.0 11235.04  3648.81  1.00000
 423086. 13049.50 11234.14  3648.19   1327.6    104.0 11234.14  3648.19  1.00000
 429910. 13048.23 11233.23  3647.55   1327.6    104.0 11233.23  3647.55  1.00000
 436734. 13046.95 11232.30  3646.90   1327.6    104.0 11232.30  3646.90  1.00000
 443558. 13045.64 11231.36  3646.24   1327.6    104.0 11231.36  3646.24  1.00000
 450382. 13044.31 11230.40  3645.57   1327.6    104.0 11230.40  3645.57  1.00000
 457206. 13042.96 11229.43  3644.89   1327.6    104.0 11229.43  3644.89  1.00000
 464030. 13041.59 11228.44  3644.21   1327.6    104.0 11228.44  3644.21  1.00000
 470854. 13040.20 11227.44  3643.51   1327.6    104.0 11227.44  3643.51  1.00000
 477678. 13038.79 11226.43  3642.80   1327.6    104.0 11226.43  3642.80  1.00000
 484502. 13037.36 11225.40  3642.08   1327.6    104.0 11225.40  3642.08  1.00000
 491326. 13035.91 11224.36  3641.35   1327.6    104.0 11224.36  3641.35  1.00000
 498150. 13034.44 11223.30  3640.61   1327.6    104.0 11223.30  3640.61  1.00000
 504974. 13032.95 11222.22  3639.86   1327.6    104.0 11222.22  3639.86  1.00000
 511798. 13031.44 11221.14  3639.10   1327.6    104.0 11221.14  3639.10  1.00000
 518622. 13029.91 11220.03  3638.33   1327.6    104.0 11220.03  3638.33  1.00000
 525446. 13028.36 11218.92  3637.55   1327.6    104.0 11218.92  3637.55  1.00000
 532270. 13026.79 11217.78  3636.76   1327.6    104.0 11217.78  3636.76  1.00000
 539094. 13025.20 11216.64  3635.96   1327.6    104.0 11216.64  3635.96  1.00000
 545918. 13023.58 11215.48  3635.14   1327.6    104.0 11215.48  3635.14  1.00000
 552742. 13021.95 11214.30  3634.32   1327.6    104.0 11214.30  3634.32  1.00000
 559566. 13020.30 11213.11  3633.49   1327.6    104.0 11213.11  3633.49  1.00000
 566390. 13018.63 11211.91  3632.65   1327.6    104.0 11211.91  3632.65  1.00000
 573214. 13016.93 11210.69  3631.80   1327.6    104.0 11210.69  3631.80  1.00000
 580037. 13015.22 11209.45  3630.93   1327.6    104.0 11209.45  3630.93  1.00000
 586861. 13013.49 11208.21  3630.06   1327.6    104.0 11208.21  3630.06  1.00000
 593685. 13011.73 11206.94  3629.18   1327.6    104.0 11206.94  3629.18  1.00000
 600509. 13009.96 11205.67  3628.29   1327.6    104.0 11205.67  3628.29  1.00000
 607333. 13008.16 11204.37  3627.38   1327.6    104.0 11204.37  3627.38  1.00000
 614157. 13006.35 11203.07  3626.47   1327.6    104.0 11203.07  3626.47  1.00000
 620981. 13004.51 11201.74  3625.55   1327.6    104.0 11201.74  3625.55  1.00000
 627805. 13002.66 11200.41  3624.61   1327.6    104.0 11200.41  3624.61  1.00000
 634629. 13000.78 11199.06  3623.67   1327.6    104.0 11199.06  3623.67  1.00000
 641453. 12998.88 11197.69  3622.71   1327.6    104.0 11197.69  3622.71  1.00000
 648277. 12996.97 11196.31  3621.75   1327.6    104.0 11196.31  3621.75  1.00000
 655101. 12995.03 11194.92  3620.78   1327.6    104.0 11194.92  3620.78  1.00000
 661925. 12993.07 11193.51  3619.79   1327.6    104.0 11193.51  3619.79  1.00000
 668749. 12991.10 11192.09  3618.80   1327.6    104.0 11192.09  3618.80  1.00000
 675573. 12989.10 11190.65  3617.79   1327.6    104.0 11190.65  3617.79  1.00000
 682397. 12987.08 11189.19  3616.78   1327.6    104.0 11189.19  3616.78  1.00000
 689221. 12985.04 11187.73  3615.75   1327.6    104.0 11187.73  3615.75  1.00000
 696045. 12982.99 11186.24  3614.71   1327.6    104.0 11186.24  3614.71  1.00000
 702869. 12980.91 11184.75  3613.67   1327.6    104.0 11184.75  3613.67  1.00000
 709693. 12978.81 11183.24  3612.61   1327.6    104.0 11183.24  3612.61  1.00000
 716517. 12976.69 11181.71  3611.55   1327.6    104.0 11181.71  3611.55  1.00000
 723341. 12974.55 11180.17  3610.47   1327.6    104.0 11180.17  3610.47  1.00000
 730165. 12972.39 11178.61  3609.38   1327.6    104.0 11178.61  3609.38  1.00000
 736989. 12970.21 11177.04  3608.28   1327.6    104.0 11177.04  3608.28  1.00000
 743813. 12968.01 11175.46  3607.18   1327.6    104.0 11175.46  3607.18  1.00000
 750637. 12965.79 11173.86  3606.06   1327.6    104.0 11173.86  3606.06  1.00000
 757461. 12963.55 11172.25  3604.93   1327.6    104.0 11172.25  3604.93  1.00000
 764285. 12961.29 11170.62  3603.79   1327.6    104.0 11170.62  3603.79  1.00000
 771109. 12959.01 11168.98  3602.65   1327.6    104.0 11168.98  3602.65  1.00000
 777933. 12956.70 11167.32  3601.49   1327.6    104.0 11167.32  3601.49  1.00000
 784757. 12954.38 11165.65  3600.32   1327.6    104.0 11165.65  3600.32  1.00000
 791581. 12952.04 11163.96  3599.14   1327.6    104.0 11163.96  3599.14  1.00000
 798405. 12949.68 11162.26  3597.95   1327.6    104.0 11162.26  3597.95  1.00000
 805229. 12947.29 11160.54  3596.75   1327.6    104.0 11160.54  3596.75  1.00000
 812052. 12944.89 11158.81  3595.54   1327.6    104.0 11158.81  3595.54  1.00000
 818876. 12942.47 11157.07  3594.32   1327.6    104.0 11157.07  3594.32  1.00000
 825700. 12940.02 11155.31  3593.10   1327.6    104.0 11155.31  3593.10  1.00000
 832524. 12937.56 11153.54  3591.86   1327.6    104.0 11153.54  3591.86  1.00000
 839348. 12935.08 11151.75  3590.61   1327.6    104.0 11151.75  3590.61  1.00000
 846172. 12932.57 11149.94  3589.34   1327.6    104.0 11149.94  3589.34  1.00000
 852996. 12930.05 11148.13  3588.07   1327.6    104.0 11148.13  3588.07  1.00000
 859820. 12927.50 11146.29  3586.79   1327.6    104.0 11146.29  3586.79  1.00000
 866644. 12924.94 11144.45  3585.50   1327.6    104.0 11144.45  3585.50  1.00000
 873468. 12922.35 11142.58  3584.20   1327.6    104.0 11142.58  3584.20  1.00000
 880292. 12919.75 11140.71  3582.89   1327.6    104.0 11140.71  3582.89  1.00000
 887116. 12917.12 11138.82  3581.57   1327.6    104.0 11138.82  3581.57  1.00000
 893940. 12914.47 11136.91  3580.24   1327.6    104.0 11136.91  3580.24  1.00000
 900764. 12911.81 11134.99  3578.90   1327.6    104.0 11134.99  3578.90  1.00000
 907588. 12909.12 11133.06  3577.54   1327.6    104.0 11133.06  3577.54  1.00000
 914412. 12906.41 11131.11  3576.18   1327.6    104.0 11131.11  3576.18  1.00000
 921236. 12903.68 11129.14  3574.81   1327.6    104.0 11129.14  3574.81  1.00000
 928060. 12900.94 11127.16  3573.43   1327.6    104.0 11127.16  3573.43  1.00000
 934884. 12898.17 11125.17  3572.03   1327.6    104.0 11125.17  3572.03  1.00000
 941708. 12895.38 11123.16  3570.63   1327.6    104.0 11123.16  3570.63  1.00000
 948532. 12892.57 11121.14  3569.22   1327.6    104.0 11121.14  3569.22  1.00000
 955356. 12889.74 11119.10  3567.79   1327.6    104.0 11119.10  3567.79  1.00000
 962180. 12886.89 11117.05  3566.36   1327.6    104.0 11117.05  3566.36  1.00000
 969004. 12884.02 11114.99  3564.91   1327.6    104.0 11114.99  3564.91  1.00000
 975828. 12881.13 11112.90  3563.46   1327.6    104.0 11112.90  3563.46  1.00000
 982652. 12878.22 11110.81  3562.00   1327.6    104.0 11110.81  3562.00  1.00000
 989476. 12875.29 11108.70  3560.52   1327.6    104.0 11108.70  3560.52  1.00000
 996300. 12872.34 11106.57  3559.04   1327.6    104.0 11106.57  3559.04  1.00000
1003124. 12869.37 11104.44  3557.54   1327.6    104.0 11104.44  3557.54  1.00000
1009948. 12866.38 11102.28  3556.04   1327.6    104.0 11102.28  3556.04  1.00000
1016772. 12863.37 11100.11  3554.52   1327.6    104.0 11100.11  3554.52  1.00000
1023596. 12860.34 11097.93  3553.00   1327.6    104.0 11097.93  3553.00  1.00000
1030420. 12857.29 11095.73  3551.46   1327.6    104.0 11095.73  3551.46  1.00000
1037244. 12854.21 11093.52  3549.91   1327.6    104.0 11093.52  3549.91  1.00000
1044067. 12851.12 11091.29  3548.36   1327.6    104.0 11091.29  3548.36  1.00000
1050891. 12848.01 11089.05  3546.79   1327.6    104.0 11089.05  3546.79  1.00000
1057715. 12844.88 11086.80  3545.21   1327.6    104.0 11086.80  3545.21  1.00000
1064539. 12841.72 11084.53  3543.63   1327.6    104.0 11084.53  3543.63  1.00000
1071363. 12838.55 11082.24  3542.03   1327.6    104.0 11082.24  3542.03  1.00000
1078187. 12835.35 11079.94  3540.42   1327.6    104.0 11079.94  3540.42  1.00000
1085011. 12832.14 11077.63  3538.81   1327.6    104.0 11077.63  3538.81  1.00000
1091835. 12828.91 11075.30  3537.18   1327.6    104.0 11075.30  3537.18  1.00000
1098659. 12825.65 11072.95  3535.54   1327.6    104.0 11072.95  3535.54  1.00000
1105483. 12822.38 11070.59  3533.89   1327.6    104.0 11070.59  3533.89  1.00000
1112307. 12819.08 11068.22  3532.23   1327.6    104.0 11068.22  3532.23  1.00000
1119131. 12815.76 11065.83  3530.57   1327.6    104.0 11065.83  3530.57  1.00000
1125955. 12812.43 11063.43  3528.89   1327.6    104.0 11063.43  3528.89  1.00000
1132779. 12809.07 11061.02  3527.20   1327.6    104.0 11061.02  3527.20  1.00000
1139603. 12805.70 11058.58  3525.50   1327.6    104.0 11058.58  3525.50  1.00000
1146427. 12802.30 11056.14  3523.79   1327.6    104.0 11056.14  3523.79  1.00000
1153251. 12798.88 11053.68  3522.07   1327.6    104.0 11053.68  3522.07  1.00000
1160075. 12795.44 11051.20  3520.34   1327.6    104.0 11051.20  3520.34  1.00000
1166899. 12791.99 11048.71  3518.60   1327.6    104.0 11048.71  3518.60  1.00000
1173723. 12788.51 11046.21  3516.85   1327.6    104.0 11046.21  3516.85  1.00000
1180547. 12785.01 11043.69  3515.09   1327.6    104.0 11043.69  3515.09  1.00000
1187371. 12781.49 11041.16  3513.32   1327.6    104.0 11041.16  3513.32  1.00000
1194195. 12777.95 11038.61  3511.54   1327.6    104.0 11038.61  3511.54  1.00000
1201019. 12774.40 11036.05  3509.75   1327.6    104.0 11036.05  3509.75  1.00000
1207843. 12770.82 11033.47  3507.95   1327.6    104.0 11033.47  3507.95  1.00000
1214667. 12767.22 11030.88  3506.13   1327.6    104.0 11030.88  3506.13  1.00000
1221491. 12763.60 11028.27  3504.31   1327.6    104.0 11028.27  3504.31  1.00000
1221491.1 12166.35 10355.69     0.00  57822.5      0.0 10355.69     0.00  1.00000
1234250. 12159.77 10348.28     0.00  57822.5      0.0 10348.28     0.00  1.00000
1247010. 12153.14 10340.85     0.00  57822.5      0.0 10340.85     0.00  1.00000
1259770. 12146.45 10333.39     0.00  57822.5      0.0 10333.39     0.00  1.00000
1272530. 12139.71 10325.91     0.00  57822.5      0.0 10325.91     0.00  1.00000
1285289. 12132.91 10318.40     0.00  57822.5      0.0 10318.40     0.00  1.00000
1298049. 12126.05 10310.87     0.00  57822.5      0.0 10310.87     0.00  1.00000
1310809. 12119.14 10303.30     0.00  57822.5      0.0 10303.30     0.00  1.00000
1323568. 12112.18 10295.71     0.00  57822.5      0.0 10295.71     0.00  1.00000
1336328. 12105.15 10288.09     0.00  57822.5      0.0 10288.09     0.00  1.00000
1349088. 12098.07 10280.44     0.00  57822.5      0.0 10280.44     0.00  1.00000
1361847. 12090.93 10272.76     0.00  57822.5      0.0 10272.76     0.00  1.00000
1374607. 12083.73 10265.04     0.00  57822.5      0.0 10265.04     0.00  1.00000
1387367. 12076.48 10257.30     0.00  57822.5      0.0 10257.30     0.00  1.00000
1400127. 12069.17 10249.52     0.00  57822.5      0.0 10249.52     0.00  1.00000
1412886. 12061.80 10241.71     0.00  57822.5      0.0 10241.71     0.00  1.00000
1425646. 12054.37 10233.86     0.00  57822.5      0.0 10233.86     0.00  1.00000
1438406. 12046.88 10225.98     0.00  57822.5      0.0 10225.98     0.00  1.00000
1451165. 12039.33 10218.06     0.00  57822.5      0.0 10218.06     0.00  1.00000
1463925. 12031.72 10210.11     0.00  57822.5      0.0 10210.11     0.00  1.00000
1476685. 12024.05 10202.12     0.00  57822.5      0.0 10202.12     0.00  1.00000
1489444. 12016.33 10194.10     0.00  57822.5      0.0 10194.10     0.00  1.00000
1502204. 12008.54 10186.04     0.00  57822.5      0.0 10186.04     0.00  1.00000
1514964. 12000.69 10177.94     0.00  57822.5      0.0 10177.94     0.00  1.00000
1527724. 11992.78 10169.79     0.00  57822.5      0.0 10169.79     0.00  1.00000
1540483. 11984.81 10161.61     0.00  57822.5      0.0 10161.61     0.00  1.00000
1553243. 11976.78 10153.39     0.00  57822.5      0.0 10153.39     0.00  1.00000
1566003. 11968.68 10145.13     0.00  57822.5      0.0 10145.13     0.00  1.00000
1578762. 11960.53 10136.83     0.00  57822.5      0.0 10136.83     0.00  1.00000
1591522. 11952.31 10128.48     0.00  57822.5      0.0 10128.48     0.00  1.00000
1604282. 11944.03 10120.09     0.00  57822.5      0.0 10120.09     0.00  1.00000
1617041. 11935.69 10111.66     0.00  57822.5      0.0 10111.66     0.00  1.00000
1629801. 11927.28 10103.18     0.00  57822.5      0.0 10103.18     0.00  1.00000
1642561. 11918.81 10094.66     0.00  57822.5      0.0 10094.66     0.00  1.00000
1655321. 11910.28 10086.09     0.00  57822.5      0.0 10086.09     0.00  1.00000
1668080. 11901.68 10077.48     0.00  57822.5      0.0 10077.48     0.00  1.00000
1680840. 11893.02 10068.82     0.00  57822.5      0.0 10068.82     0.00  1.00000
1693600. 11884.30 10060.11     0.00  57822.5      0.0 10060.11     0.00  1.00000
1706359. 11875.51 10051.35     0.00  57822.5      0.0 10051.35     0.00  1.00000
1719119. 11866.66 10042.54     0.00  57822.5      0.0 10042.54     0.00  1.00000
1731879. 11857.74 10033.69     0.00  57822.5      0.0 10033.69     0.00  1.00000
1744638. 11848.75 10024.78     0.00  57822.5      0.0 10024.78     0.00  1.00000
1757398. 11839.70 10015.82     0.00  57822.5      0.0 10015.82     0.00  1.00000
1770158. 11830.58 10006.82     0.00  57822.5      0.0 10006.82     0.00  1.00000
1782918. 11821.40  9997.75     0.00  57822.5      0.0  9997.75     0.00  1.00000
1795677. 11812.15  9988.64     0.00  57822.5      0.0  9988.64     0.00  1.00000
1808437. 11802.84  9979.47     0.00  57822.5      0.0  9979.47     0.00  1.00000
1821197. 11793.45  9970.25     0.00  57822.5      0.0  9970.25     0.00  1.00000
1833956. 11784.01  9960.97     0.00  57822.5      0.0  9960.97     0.00  1.00000
1846716. 11774.49  9951.64     0.00  57822.5      0.0  9951.64     0.00  1.00000
1859476. 11764.90  9942.25     0.00  57822.5      0.0  9942.25     0.00  1.00000
1872235. 11755.25  9932.81     0.00  57822.5      0.0  9932.81     0.00  1.00000
1884995. 11745.53  9923.31     0.00  57822.5      0.0  9923.31     0.00  1.00000
1897755. 11735.74  9913.75     0.00  57822.5      0.0  9913.75     0.00  1.00000
1910515. 11725.88  9904.13     0.00  57822.5      0.0  9904.13     0.00  1.00000
1923274. 11715.95  9894.45     0.00  57822.5      0.0  9894.45     0.00  1.00000
1936034. 11705.95  9884.71     0.00  57822.5      0.0  9884.71     0.00  1.00000
1948794. 11695.89  9874.91     0.00  57822.5      0.0  9874.91     0.00  1.00000
1961553. 11685.75  9865.05     0.00  57822.5      0.0  9865.05     0.00  1.00000
1974313. 11675.54  9855.13     0.00  57822.5      0.0  9855.13     0.00  1.00000
1987073. 11665.26  9845.14     0.00  57822.5      0.0  9845.14     0.00  1.00000
1999832. 11654.92  9835.09     0.00  57822.5      0.0  9835.09     0.00  1.00000
2012592. 11644.50  9824.98     0.00  57822.5      0.0  9824.98     0.00  1.00000
2025352. 11634.01  9814.80     0.00  57822.5      0.0  9814.80     0.00  1.00000
2038112. 11623.44  9804.56     0.00  57822.5      0.0  9804.56     0.00  1.00000
2050871. 11612.81  9794.25     0.00  57822.5      0.0  9794.25     0.00  1.00000
2063631. 11602.10  9783.87     0.00  57822.5      0.0  9783.87     0.00  1.00000
2076391. 11591.32  9773.43     0.00  57822.5      0.0  9773.43     0.00  1.00000
2089150. 11580.47  9762.92     0.00  57822.5      0.0  9762.92     0.00  1.00000
2101910. 11569.55  9752.34     0.00  57822.5      0.0  9752.34     0.00  1.00000
2114670. 11558.55  9741.69     0.00  57822.5      0.0  9741.69     0.00  1.00000
2127429. 11547.48  9730.97     0.00  57822.5      0.0  9730.97     0.00  1.00000
2140189. 11536.34  9720.18     0.00  57822.5      0.0  9720.18     0.00  1.00000
2152949. 11525.12  9709.32     0.00  57822.5      0.0  9709.32     0.00  1.00000
2165709. 11513.83  9698.39     0.00  57822.5      0.0  9698.39     0.00  1.00000
2178468. 11502.46  9687.38     0.00  57822.5      0.0  9687.38     0.00  1.00000
2191228. 11491.02  9676.31     0.00  57822.5      0.0  9676.31     0.00  1.00000
2203988. 11479.51  9665.15     0.00  57822.5      0.0  9665.15     0.00  1.00000
2216747. 11467.91  9653.93     0.00  57822.5      0.0  9653.93     0.00  1.00000
2229507. 11456.25  9642.63     0.00  57822.5      0.0  9642.63     0.00  1.00000
2242267. 11444.50  9631.25     0.00  57822.5      0.0  9631.25     0.00  1.00000
2255026. 11432.69  9619.80     0.00  57822.5      0.0  9619.80     0.00  1.00000
2267786. 11420.79  9608.27     0.00  57822.5      0.0  9608.27     0.00  1.00000
2280546. 11408.82  9596.66     0.00  57822.5      0.0  9596.66     0.00  1.00000
2293306. 11396.77  9584.97     0.00  57822.5      0.0  9584.97     0.00  1.00000
2306065. 11384.64  9573.20     0.00  57822.5      0.0  9573.20     0.00  1.00000
2318825. 11372.44  9561.36     0.00  57822.5      0.0  9561.36     0.00  1.00000
2331585. 11360.16  9549.43     0.00  57822.5      0.0  9549.43     0.00  1.00000
2344344. 11347.80  9537.43     0.00  57822.5      0.0  9537.43     0.00  1.00000
2357104. 11335.37  9525.34     0.00  57822.5      0.0  9525.34     0.00  1.00000
2369864. 11322.85  9513.17     0.00  57822.5      0.0  9513.17     0.00  1.00000
2382623. 11310.26  9500.91     0.00  57822.5      0.0  9500.91     0.00  1.00000
2395383. 11297.58  9488.57     0.00  57822.5      0.0  9488.57     0.00  1.00000
2408143. 11284.83  9476.15     0.00  57822.5      0.0  9476.15     0.00  1.00000
2420903. 11272.00  9463.64     0.00  57822.5      0.0  9463.64     0.00  1.00000
2433662. 11259.09  9451.05     0.00  57822.5      0.0  9451.05     0.00  1.00000
2446422. 11246.10  9438.37     0.00  57822.5      0.0  9438.37     0.00  1.00000
2459182. 11233.03  9425.61     0.00  57822.5      0.0  9425.61     0.00  1.00000
2471941. 11219.87  9412.75     0.00  57822.5      0.0  9412.75     0.00  1.00000
2484701. 11206.64  9399.81     0.00  57822.5      0.0  9399.81     0.00  1.00000
2497461. 11193.33  9386.78     0.00  57822.5      0.0  9386.78     0.00  1.00000
2510220. 11179.93  9373.66     0.00  57822.5      0.0  9373.66     0.00  1.00000
2522980. 11166.45  9360.45     0.00  57822.5      0.0  9360.45     0.00  1.00000
2535740. 11152.89  9347.15     0.00  57822.5      0.0  9347.15     0.00  1.00000
2548500. 11139.25  9333.76     0.00  57822.5      0.0  9333.76     0.00  1.00000
2561259. 11125.53  9320.27     0.00  57822.5      0.0  9320.27     0.00  1.00000
2574019. 11111.72  9306.70     0.00  57822.5      0.0  9306.70     0.00  1.00000
2586779. 11097.83  9293.03     0.00  57822.5      0.0  9293.03     0.00  1.00000
2599538. 11083.86  9279.26     0.00  57822.5      0.0  9279.26     0.00  1.00000
2612298. 11069.80  9265.40     0.00  57822.5      0.0  9265.40     0.00  1.00000
2625058. 11055.66  9251.45     0.00  57822.5      0.0  9251.45     0.00  1.00000
2637818. 11041.44  9237.40     0.00  57822.5      0.0  9237.40     0.00  1.00000
2650577. 11027.13  9223.25     0.00  57822.5      0.0  9223.25     0.00  1.00000
2663337. 11012.74  9209.00     0.00  57822.5      0.0  9209.00     0.00  1.00000
2676097. 10998.26  9194.66     0.00  57822.5      0.0  9194.66     0.00  1.00000
2688856. 10983.70  9180.22     0.00  57822.5      0.0  9180.22     0.00  1.00000
2701616. 10969.05  9165.68     0.00  57822.5      0.0  9165.68     0.00  1.00000
2714376. 10954.32  9151.03     0.00  57822.5      0.0  9151.03     0.00  1.00000
2727135. 10939.50  9136.29     0.00  57822.5      0.0  9136.29     0.00  1.00000
2739895. 10924.59  9121.45     0.00  57822.5      0.0  9121.45     0.00  1.00000
2752655. 10909.60  9106.50     0.00  57822.5      0.0  9106.50     0.00  1.00000
2765415. 10894.52  9091.46     0.00  57822.5      0.0  9091.46     0.00  1.00000
2778174. 10879.35  9076.30     0.00  57822.5      0.0  9076.30     0.00  1.00000
2790934. 10864.10  9061.05     0.00  57822.5      0.0  9061.05     0.00  1.00000
2803694. 10848.76  9045.69     0.00  57822.5      0.0  9045.69     0.00  1.00000
2816453. 10833.33  9030.23     0.00  57822.5      0.0  9030.23     0.00  1.00000
2829213. 10817.81  9014.65     0.00  57822.5      0.0  9014.65     0.00  1.00000
2841973. 10802.21  8998.98     0.00  57822.5      0.0  8998.98     0.00  1.00000
2854732. 10786.51  8983.19     0.00  57822.5      0.0  8983.19     0.00  1.00000
2867492. 10770.73  8967.30     0.00  57822.5      0.0  8967.30     0.00  1.00000
2880252. 10754.86  8951.30     0.00  57822.5      0.0  8951.30     0.00  1.00000
2893012. 10738.90  8935.19     0.00  57822.5      0.0  8935.19     0.00  1.00000
2905771. 10722.85  8918.97     0.00  57822.5      0.0  8918.97     0.00  1.00000
2918531. 10706.71  8902.64     0.00  57822.5      0.0  8902.64     0.00  1.00000
2931291. 10690.48  8886.20     0.00  57822.5      0.0  8886.20     0.00  1.00000
2944050. 10674.16  8869.64     0.00  57822.5      0.0  8869.64     0.00  1.00000
2956810. 10657.75  8852.98     0.00  57822.5      0.0  8852.98     0.00  1.00000
2969570. 10641.24  8836.20     0.00  57822.5      0.0  8836.20     0.00  1.00000
2982329. 10624.65  8819.31     0.00  57822.5      0.0  8819.31     0.00  1.00000
2995089. 10607.96  8802.30     0.00  57822.5      0.0  8802.30     0.00  1.00000
