# This is a data table for orthopyroxene computed using HeFESTo.
# Independent variables are entropy and pressure.
# POINTS: 49 141
# s,J/kg/K P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg
1400 30000 668.185 3576.51 3.37579e-05 1164.79 9.42544 5.77451 -1.28791e+07
1450 30000 697.363 3572.96 3.41765e-05 1174.81 9.40934 5.76214 -1.28449e+07
1500 30000 727.558 3569.26 3.45883e-05 1184.3 9.39247 5.74918 -1.28093e+07
1550 30000 758.809 3565.38 3.49955e-05 1193.32 9.37479 5.73561 -1.27722e+07
1600 30000 791.159 3561.32 3.53999e-05 1201.93 9.35627 5.72138 -1.27334e+07
1650 30000 824.648 3557.08 3.58037e-05 1210.16 9.33686 5.70649 -1.2693e+07
1700 30000 859.317 3552.64 3.62087e-05 1218.08 9.31652 5.69088 -1.26509e+07
1750 30000 895.209 3548 3.66169e-05 1225.72 9.29522 5.67454 -1.26071e+07
1800 30000 932.366 3543.15 3.70302e-05 1233.13 9.27289 5.65742 -1.25614e+07
1850 30000 970.833 3538.07 3.74508e-05 1240.35 9.2495 5.6395 -1.25138e+07
1900 30000 1010.65 3532.77 3.78805e-05 1247.43 9.22499 5.62072 -1.24643e+07
1950 30000 1051.87 3527.23 3.83214e-05 1254.39 9.1993 5.60105 -1.24127e+07
2000 30000 1094.52 3521.43 3.87758e-05 1261.28 9.17237 5.58044 -1.23591e+07
2050 30000 1138.66 3515.38 3.9246e-05 1268.14 9.14414 5.55885 -1.23033e+07
2100 30000 1184.33 3509.04 3.97344e-05 1275.01 9.11454 5.53623 -1.22452e+07
2150 30000 1231.56 3502.42 4.02436e-05 1281.91 9.08349 5.51252 -1.21848e+07
2200 30000 1280.41 3495.5 4.07764e-05 1288.9 9.05091 5.48766 -1.2122e+07
2250 30000 1330.92 3488.26 4.13358e-05 1296.02 9.01673 5.4616 -1.20567e+07
2300 30000 1383.12 3480.68 4.19253e-05 1303.3 8.98084 5.43427 -1.19889e+07
2350 30000 1437.05 3472.76 4.25485e-05 1310.8 8.94315 5.40559 -1.19184e+07
2400 30000 1492.76 3464.48 4.32096e-05 1318.55 8.90355 5.3755 -1.18452e+07
2450 30000 1550.28 3455.81 4.39131e-05 1326.62 8.86192 5.34391 -1.17691e+07
2500 30000 1609.63 3446.74 4.46643e-05 1335.06 8.81814 5.31072 -1.16901e+07
2550 30000 1670.85 3437.24 4.54691e-05 1343.94 8.77207 5.27586 -1.16081e+07
2600 30000 1733.96 3427.3 4.63344e-05 1353.32 8.72356 5.23921 -1.1523e+07
2650 30000 1798.98 3416.89 4.72679e-05 1363.3 8.67244 5.20066 -1.14347e+07
2700 30000 1865.92 3405.98 4.82789e-05 1373.95 8.61852 5.16009 -1.13430e+07
2750 30000 1934.79 3394.55 4.9378e-05 1385.4 8.56161 5.11737 -1.1248e+07
2800 30000 2005.58 3382.56 5.05782e-05 1397.77 8.50148 5.07234 -1.11495e+07
2850 30000 2078.27 3369.99 5.18946e-05 1411.21 8.43786 5.02484 -1.10474e+07
2900 30000 2152.83 3356.79 5.33457e-05 1425.91 8.37048 4.9747 -1.09417e+07
2950 30000 2229.23 3342.94 5.49542e-05 1442.08 8.29899 4.9217 -1.08321e+07
3000 30000 2307.39 3328.38 5.67482e-05 1460 8.22302 4.86563 -1.07187e+07
600 40000 310.75 3636.98 2.32204e-05 858.876 9.67016 5.93631 -1.29824e+07
650 40000 329.019 3635.41 2.41466e-05 891.427 9.66311 5.93089 -1.29664e+07
700 40000 347.677 3633.74 2.50034e-05 921.241 9.65565 5.92514 -1.29495e+07
750 40000 366.774 3631.98 2.57985e-05 948.601 9.64776 5.91906 -1.29317e+07
800 40000 386.356 3630.11 2.65385e-05 973.756 9.63943 5.91264 -1.29128e+07
850 40000 406.465 3628.15 2.72293e-05 996.925 9.63064 5.90585 -1.2893e+07
900 40000 427.141 3626.09 2.78763e-05 1018.3 9.62138 5.8987 -1.28722e+07
950 40000 448.424 3623.91 2.8484e-05 1038.05 9.61163 5.89117 -1.28503e+07
1000 40000 470.353 3621.62 2.90568e-05 1056.33 9.60137 5.88324 -1.28273e+07
1050 40000 492.964 3619.22 2.95986e-05 1073.28 9.59059 5.8749 -1.28033e+07
1100 40000 516.296 3616.7 3.01128e-05 1089.03 9.57926 5.86614 -1.2778e+07
1150 40000 540.385 3614.06 3.06027e-05 1103.68 9.56737 5.85694 -1.27516e+07
1200 40000 565.27 3611.29 3.10712e-05 1117.34 9.55489 5.84728 -1.2724e+07
1250 40000 590.989 3608.38 3.15212e-05 1130.1 9.54179 5.83715 -1.26951e+07
1300 40000 617.579 3605.34 3.19552e-05 1142.04 9.52805 5.82652 -1.26649e+07
1350 40000 645.078 3602.15 3.23757e-05 1153.25 9.51365 5.81537 -1.26333e+07
1400 40000 673.527 3598.81 3.27848e-05 1163.8 9.49855 5.80369 -1.26004e+07
1450 40000 702.965 3595.32 3.31849e-05 1173.76 9.48273 5.79145 -1.25659e+07
1500 40000 733.431 3591.66 3.35779e-05 1183.18 9.46615 5.77862 -1.253e+07
1550 40000 764.967 3587.84 3.39658e-05 1192.12 9.44878 5.76518 -1.24926e+07
1600 40000 797.613 3583.84 3.43507e-05 1200.64 9.43058 5.7511 -1.24535e+07
1650 40000 831.413 3579.66 3.47342e-05 1208.79 9.41151 5.73636 -1.24128e+07
1700 40000 866.408 3575.29 3.51184e-05 1216.61 9.39154 5.72091 -1.23704e+07
1750 40000 902.642 3570.72 3.5505e-05 1224.16 9.37061 5.70474 -1.23261e+07
1800 40000 940.159 3565.94 3.58959e-05 1231.46 9.34869 5.68781 -1.22801e+07
1850 40000 979.002 3560.94 3.6293e-05 1238.57 9.32573 5.67007 -1.22321e+07
1900 40000 1019.22 3555.72 3.66981e-05 1245.52 9.30167 5.6515 -1.21822e+07
1950 40000 1060.85 3550.26 3.71132e-05 1252.36 9.27646 5.63204 -1.21302e+07
2000 40000 1103.94 3544.55 3.75403e-05 1259.11 9.25004 5.61167 -1.2076e+07
2050 40000 1148.54 3538.59 3.79815e-05 1265.81 9.22235 5.59032 -1.20197e+07
2100 40000 1194.69 3532.35 3.84391e-05 1272.51 9.19331 5.56795 -1.19612e+07
2150 40000 1242.44 3525.84 3.89155e-05 1279.24 9.16287 5.54452 -1.19002e+07
2200 40000 1291.83 3519.02 3.94132e-05 1286.03 9.13094 5.51995 -1.18369e+07
2250 40000 1342.9 3511.9 3.9935e-05 1292.93 9.09744 5.4942 -1.1771e+07
2300 40000 1395.71 3504.45 4.04839e-05 1299.98 9.06228 5.4672 -1.17026e+07
2350 40000 1450.28 3496.66 4.10633e-05 1307.22 9.02537 5.43887 -1.16314e+07
2400 40000 1506.66 3488.51 4.16769e-05 1314.7 8.9866 5.40916 -1.15575e+07
2450 40000 1564.89 3479.99 4.23287e-05 1322.45 8.94586 5.37797 -1.14807e+07
2500 40000 1625.01 3471.08 4.30235e-05 1330.55 8.90304 5.34522 -1.1401e+07
2550 40000 1687.04 3461.75 4.37664e-05 1339.05 8.85799 5.31082 -1.13182e+07
2600 40000 1751 3451.98 4.45636e-05 1348 8.81058 5.27467 -1.12322e+07
2650 40000 1816.94 3441.76 4.54218e-05 1357.5 8.76065 5.23666 -1.11431e+07
2700 40000 1884.85 3431.05 4.63491e-05 1367.62 8.70802 5.19667 -1.10505e+07
2750 40000 1954.76 3419.83 4.73547e-05 1378.45 8.6525 5.15457 -1.09545e+07
2800 40000 2026.66 3408.07 4.84499e-05 1390.12 8.59387 5.11022 -1.0855e+07
2850 40000 2100.55 3395.75 4.96475e-05 1402.76 8.53191 5.06347 -1.07518e+07
2900 40000 2176.4 3382.82 5.09634e-05 1416.52 8.46632 5.01413 -1.06449e+07
2950 40000 2254.18 3369.25 5.24167e-05 1431.61 8.39682 4.96203 -1.05342e+07
3000 40000 2333.83 3355 5.4031e-05 1448.25 8.32305 4.90693 -1.04195e+07
600 50000 313.033 3658.32 2.26284e-05 858.634 9.73857 5.96352 -1.27083e+07
650 50000 331.44 3656.77 2.35279e-05 891.156 9.73163 5.95815 -1.26922e+07
700 50000 350.242 3655.12 2.43596e-05 920.939 9.72428 5.95246 -1.26752e+07
750 50000 369.487 3653.38 2.5131e-05 948.268 9.71651 5.94643 -1.26572e+07
800 50000 389.221 3651.54 2.58485e-05 973.39 9.7083 5.94006 -1.26382e+07
850 50000 409.487 3649.61 2.6518e-05 996.524 9.69964 5.93334 -1.26182e+07
900 50000 430.326 3647.57 2.71445e-05 1017.86 9.69052 5.92625 -1.25972e+07
950 50000 451.778 3645.42 2.77327e-05 1037.58 9.68092 5.91878 -1.25752e+07
1000 50000 473.881 3643.16 2.82866e-05 1055.82 9.67082 5.91093 -1.25520e+07
1050 50000 496.673 3640.79 2.881e-05 1072.73 9.66021 5.90266 -1.25278e+07
1100 50000 520.193 3638.3 2.93063e-05 1088.43 9.64906 5.89398 -1.25024e+07
1150 50000 544.479 3635.7 2.97788e-05 1103.03 9.63735 5.88487 -1.24758e+07
1200 50000 569.568 3632.96 3.02301e-05 1116.64 9.62506 5.8753 -1.24479e+07
1250 50000 595.499 3630.09 3.06632e-05 1129.35 9.61217 5.86526 -1.24188e+07
1300 50000 622.311 3627.09 3.10804e-05 1141.24 9.59866 5.85473 -1.23883e+07
1350 50000 650.042 3623.94 3.1484e-05 1152.4 9.58449 5.84369 -1.23565e+07
1400 50000 678.732 3620.65 3.18764e-05 1162.88 9.56963 5.83211 -1.23233e+07
1450 50000 708.422 3617.2 3.22595e-05 1172.78 9.55407 5.81999 -1.22886e+07
1500 50000 739.151 3613.6 3.26353e-05 1182.13 9.53776 5.80728 -1.22525e+07
1550 50000 770.963 3609.83 3.30058e-05 1191 9.52068 5.79397 -1.22147e+07
1600 50000 803.898 3605.89 3.33728e-05 1199.44 9.50278 5.78003 -1.21754e+07
1650 50000 837.999 3601.76 3.3738e-05 1207.51 9.48403 5.76543 -1.21343e+07
1700 50000 873.311 3597.45 3.41033e-05 1215.25 9.4644 5.75014 -1.20915e+07
1750 50000 909.877 3592.94 3.44704e-05 1222.7 9.44383 5.73414 -1.2047e+07
1800 50000 947.741 3588.23 3.4841e-05 1229.91 9.42229 5.71737 -1.20005e+07
1850 50000 986.95 3583.3 3.52169e-05 1236.91 9.39973 5.69982 -1.19522e+07
1900 50000 1027.55 3578.16 3.55999e-05 1243.75 9.37609 5.68144 -1.19018e+07
1950 50000 1069.58 3572.78 3.59917e-05 1250.46 9.35132 5.66219 -1.18494e+07
2000 50000 1113.1 3567.16 3.63942e-05 1257.08 9.32538 5.64202 -1.17948e+07
2050 50000 1158.14 3561.28 3.68095e-05 1263.65 9.29819 5.62091 -1.1738e+07
2100 50000 1204.77 3555.14 3.72396e-05 1270.2 9.26969 5.59878 -1.1679e+07
2150 50000 1253.01 3548.72 3.76866e-05 1276.76 9.23981 5.5756 -1.16175e+07
2200 50000 1302.92 3542.01 3.8153e-05 1283.38 9.20848 5.55131 -1.15536e+07
2250 50000 1354.55 3534.99 3.86412e-05 1290.08 9.17562 5.52585 -1.14872e+07
2300 50000 1407.93 3527.66 3.91541e-05 1296.92 9.14114 5.49916 -1.14182e+07
2350 50000 1463.12 3519.99 3.96946e-05 1303.93 9.10495 5.47117 -1.13464e+07
2400 50000 1520.15 3511.98 4.0266e-05 1311.15 9.06696 5.4418 -1.12718e+07
2450 50000 1579.07 3503.59 4.08722e-05 1318.62 9.02705 5.41099 -1.11944e+07
2500 50000 1639.92 3494.82 4.15171e-05 1326.41 8.98511 5.37865 -1.11139e+07
2550 50000 1702.72 3485.65 4.22056e-05 1334.56 8.94101 5.34468 -1.10303e+07
2600 50000 1767.51 3476.04 4.29429e-05 1343.13 8.89462 5.309 -1.09436e+07
2650 50000 1834.33 3465.99 4.37352e-05 1352.2 8.84579 5.27149 -1.08535e+07
2700 50000 1903.17 3455.47 4.45894e-05 1361.84 8.79434 5.23204 -1.07601e+07
2750 50000 1974.08 3444.45 4.55137e-05 1372.13 8.7401 5.19053 -1.06632e+07
2800 50000 2047.05 3432.91 4.65178e-05 1383.18 8.68287 5.14682 -1.05627e+07
2850 50000 2122.07 3420.81 4.76128e-05 1395.11 8.62242 5.10075 -1.04584e+07
2900 50000 2199.15 3408.12 4.88124e-05 1408.06 8.5585 5.05217 -1.03504e+07
2950 50000 2278.25 3394.82 5.01329e-05 1422.19 8.49082 5.00089 -1.02385e+07
